query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	best_tax_level	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction					
ECP_3238	362663.ECP_3238	4.4E-87	327.4	Escherichia	yraP	GO:0005575,GO:0005623,GO:0009279,GO:0016020,GO:0019867,GO:0030312,GO:0030313,GO:0031975,GO:0032153,GO:0044462,GO:0044464,GO:0071944											Bacteria	1MUZ2@1224,1RY2B@1236,3XNV6@561,COG2823@1,COG2823@2	NA|NA|NA	S	BON domain
ECP_3241	155864.EDL933_4380	1.2E-91	342.4	Escherichia	yfkM	GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006081,GO:0006082,GO:0006089,GO:0006139,GO:0006259,GO:0006281,GO:0006464,GO:0006517,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006979,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009100,GO:0009266,GO:0009268,GO:0009314,GO:0009408,GO:0009411,GO:0009416,GO:0009438,GO:0009628,GO:0009987,GO:0016053,GO:0016829,GO:0016835,GO:0016836,GO:0019172,GO:0019249,GO:0019538,GO:0019752,GO:0030091,GO:0032787,GO:0033554,GO:0034641,GO:0036211,GO:0036524,GO:0036525,GO:0042180,GO:0042182,GO:0042802,GO:0043170,GO:0043412,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044267,GO:0044281,GO:0044282,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046185,GO:0046394,GO:0046483,GO:0050896,GO:0051596,GO:0051716,GO:0061727,GO:0071704,GO:0072330,GO:0090304,GO:0140096,GO:1901135,GO:1901360,GO:1901564,GO:1901575,GO:1901576,GO:1901615,GO:1901617	3.5.1.124,4.2.1.130	ko:K03152,ko:K05520,ko:K05523	ko00620,ko01120,map00620,map01120		R09796	RC02658	ko00000,ko00001,ko01000,ko01002				Bacteria	1MY0C@1224,1S3SC@1236,3XN80@561,COG0693@1,COG0693@2	NA|NA|NA	S	Protein and nucleotide deglycase that catalyzes the deglycation of the Maillard adducts formed between amino groups of proteins or nucleotides and reactive carbonyl groups of glyoxals. Thus, functions as a protein deglycase that repairs methylglyoxal- and glyoxal-glycated proteins, and releases repaired proteins and lactate or glycolate, respectively. Deglycates cysteine, arginine and lysine residues in proteins, and thus reactivates these proteins by reversing glycation by glyoxals. Is able to repair glycated serum albumin, collagen, glyceraldehyde-3-phosphate dehydrogenase, and fructose biphosphate aldolase. Acts on early glycation intermediates (hemithioacetals and aminocarbinols), preventing the formation of advanced glycation endproducts (AGE) that cause irreversible damage. Also functions as a nucleotide deglycase able to repair glycated guanine in the free nucleotide pool (GTP, GDP, GMP, dGTP) and in DNA and RNA. Is thus involved in a major nucleotide repair system named guanine glycation repair (GG repair), dedicated to reversing methylglyoxal and glyoxal damage via nucleotide sanitization and direct nucleic acid repair. In vitro, prevents acrylamide formation in asparagine glyoxal and asparagine sugar mixtures at 55 degrees Celsius, likely by degrading asparagine glyoxal Maillard adducts formed at high temperatures. Also displays an apparent glyoxalase activity that in fact reflects its deglycase activity. Is a general stress protein
ECP_3243	199310.c3908	1.4E-47	195.3	Escherichia	yhbQ	GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004520,GO:0004527,GO:0004529,GO:0004536,GO:0006139,GO:0006259,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008296,GO:0008408,GO:0009987,GO:0016787,GO:0016788,GO:0016796,GO:0016895,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0071704,GO:0090304,GO:0090305,GO:0140097,GO:1901360		ko:K07461					ko00000				Bacteria	1N6PA@1224,1SCBH@1236,3XPY2@561,COG2827@1,COG2827@2	NA|NA|NA	L	Belongs to the UPF0213 family
ECP_3246	1440052.EAKF1_ch2780c	1.7E-190	671.8	Escherichia	yhbU			ko:K08303	ko05120,map05120				ko00000,ko00001,ko01000,ko01002				Bacteria	1MUQG@1224,1RP6X@1236,3XN96@561,COG0826@1,COG0826@2	NA|NA|NA	O	peptidase activity
ECP_3247	199310.c3912	6E-168	596.7	Escherichia	yhbV												Bacteria	1MWFW@1224,1RMWM@1236,3XMXE@561,COG0826@1,COG0826@2	NA|NA|NA	O	peptidase activity
ECP_3248	362663.ECP_3248	2E-191	674.9	Escherichia	yhbW	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464											Bacteria	1MVF0@1224,1RMCE@1236,3XM8W@561,COG2141@1,COG2141@2	NA|NA|NA	C	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
ECP_3250	1439940.BAY1663_04768	7.9E-24	119	Proteobacteria													Bacteria	1P17G@1224,2EQQB@1,33IA8@2	NA|NA|NA		
ECP_3252	199310.c3919	0	1441.8	Gammaproteobacteria													Bacteria	1NSHD@1224,1SJX5@1236,2EZFV@1,33SM2@2	NA|NA|NA		
ECP_3257	199310.c3925	2.9E-255	887.5	Proteobacteria													Bacteria	1R906@1224,28I6R@1,2Z89N@2	NA|NA|NA		
ECP_4708	198214.SF3212	5.9E-08	61.6	Gammaproteobacteria													Bacteria	1NMXT@1224,1SIEV@1236,2AWWG@1,31NU0@2	NA|NA|NA		
ECP_3259	199310.c3929	6.4E-262	909.4	Escherichia	argG	GO:0000050,GO:0000053,GO:0003674,GO:0003824,GO:0004055,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006525,GO:0006526,GO:0006575,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016874,GO:0016879,GO:0019627,GO:0019752,GO:0034641,GO:0042802,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0071704,GO:0071941,GO:0072350,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	6.3.4.5	ko:K01940	ko00220,ko00250,ko01100,ko01110,ko01130,ko01230,ko05418,map00220,map00250,map01100,map01110,map01130,map01230,map05418	M00029,M00844,M00845	R01954	RC00380,RC00629	ko00000,ko00001,ko00002,ko01000,ko04147			iSBO_1134.SBO_3210,iSbBS512_1146.SbBS512_E3599	Bacteria	1MV0Y@1224,1RMEC@1236,3XN1V@561,COG0137@1,COG0137@2	NA|NA|NA	F	Belongs to the argininosuccinate synthase family. Type 2 subfamily
ECP_3267	155864.EDL933_4408	2.1E-45	188	Escherichia	yhbY	GO:0000027,GO:0000028,GO:0000966,GO:0000967,GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016043,GO:0016070,GO:0016072,GO:0022607,GO:0022613,GO:0022618,GO:0034470,GO:0034471,GO:0034622,GO:0034641,GO:0034660,GO:0042254,GO:0042255,GO:0042273,GO:0042274,GO:0043021,GO:0043170,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0044877,GO:0046483,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0090304,GO:1901360,GO:1990275		ko:K07574					ko00000,ko03009				Bacteria	1N8K5@1224,1SDIM@1236,3XPVR@561,COG1534@1,COG1534@2	NA|NA|NA	J	preribosome binding
ECP_3269	362663.ECP_3269	1.4E-254	885.2	Escherichia	dacB	GO:0000003,GO:0000270,GO:0000910,GO:0003674,GO:0003824,GO:0004175,GO:0004180,GO:0004185,GO:0005488,GO:0005575,GO:0005623,GO:0006022,GO:0006026,GO:0006027,GO:0006508,GO:0006807,GO:0007049,GO:0008144,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0008238,GO:0008360,GO:0008658,GO:0009002,GO:0009056,GO:0009057,GO:0009253,GO:0009254,GO:0009987,GO:0016043,GO:0016787,GO:0016998,GO:0017171,GO:0019538,GO:0019954,GO:0022402,GO:0022414,GO:0022603,GO:0022604,GO:0030203,GO:0030288,GO:0030313,GO:0031406,GO:0031975,GO:0032505,GO:0033218,GO:0033293,GO:0036094,GO:0042597,GO:0043093,GO:0043167,GO:0043168,GO:0043170,GO:0043177,GO:0044036,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044464,GO:0045229,GO:0050789,GO:0050793,GO:0050794,GO:0051128,GO:0051301,GO:0065007,GO:0065008,GO:0070008,GO:0070011,GO:0071554,GO:0071555,GO:0071704,GO:0071840,GO:0097159,GO:0140096,GO:1901135,GO:1901136,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901681	3.4.16.4	ko:K07259	ko00550,map00550				ko00000,ko00001,ko01000,ko01002,ko01011			iAPECO1_1312.APECO1_3250,iECOK1_1307.ECOK1_3603,iECS88_1305.ECS88_3564,iUMN146_1321.UM146_00470,iUTI89_1310.UTI89_C3615,iYL1228.KPN_03592	Bacteria	1MW40@1224,1RP8V@1236,3XMT9@561,COG2027@1,COG2027@2	NA|NA|NA	M	D-alanyl-D-alanine carboxypeptidase
ECP_3270	1045856.EcWSU1_03986	4.3E-121	441.4	Proteobacteria													Bacteria	1P53N@1224,2BGZU@1,32AZX@2	NA|NA|NA		
ECP_3272	932677.PAJ_3590	4.8E-17	93.6	Gammaproteobacteria													Bacteria	1QXXC@1224,1T3J8@1236,28V5P@1,2ZH8X@2	NA|NA|NA		
ECP_3273	199310.c3944	2.8E-51	207.6	Gammaproteobacteria	hepS	GO:0003674,GO:0003824,GO:0006732,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009233,GO:0009234,GO:0009987,GO:0016740,GO:0016765,GO:0042180,GO:0042181,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0051186,GO:0051188,GO:0071704,GO:1901576,GO:1901661,GO:1901663	2.5.1.30	ko:K00805	ko00900,ko01110,map00900,map01110		R09247	RC00279	ko00000,ko00001,ko01000,ko01006				Bacteria	1N16Y@1224,1SC67@1236,COG0142@1,COG0142@2	NA|NA|NA	H	geranyltranstransferase activity
ECP_3274	362663.ECP_3274	8.4E-179	632.9	Gammaproteobacteria	ispB	GO:0003674,GO:0003824,GO:0004659,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006066,GO:0006629,GO:0006720,GO:0006732,GO:0006733,GO:0006743,GO:0006744,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0009058,GO:0009108,GO:0009987,GO:0016093,GO:0016094,GO:0016740,GO:0016765,GO:0042180,GO:0042181,GO:0042802,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046165,GO:0051186,GO:0051188,GO:0071704,GO:1901576,GO:1901615,GO:1901617,GO:1901661,GO:1901663	2.5.1.30,2.5.1.90	ko:K00805,ko:K02523	ko00900,ko01110,map00900,map01110		R09247,R09248	RC00279	ko00000,ko00001,ko01000,ko01006			iYL1228.KPN_03597,ic_1306.c3945	Bacteria	1MUK6@1224,1RPR7@1236,COG0142@1,COG0142@2	NA|NA|NA	H	Belongs to the FPP GGPP synthase family
ECP_3275	155864.EDL933_4416	9.7E-48	195.7	Escherichia	sfsB	GO:0006139,GO:0006351,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0018130,GO:0019438,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0046483,GO:0071704,GO:0090304,GO:0097659,GO:1901360,GO:1901362,GO:1901576		ko:K07724					ko00000,ko03000				Bacteria	1N8W7@1224,1S966@1236,3XPV4@561,COG3423@1,COG3423@2	NA|NA|NA	K	This protein is involved in positive regulation of the metabolism of sugars
ECP_3283	362663.ECP_3283	1.1E-111	409.5	Escherichia	yrbG	GO:0003674,GO:0005215,GO:0005216,GO:0005261,GO:0005262,GO:0005488,GO:0005509,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006813,GO:0006814,GO:0006816,GO:0006873,GO:0006874,GO:0006875,GO:0008150,GO:0008273,GO:0008324,GO:0009987,GO:0015075,GO:0015077,GO:0015079,GO:0015081,GO:0015085,GO:0015267,GO:0015291,GO:0015297,GO:0015298,GO:0015318,GO:0015368,GO:0015491,GO:0015672,GO:0016020,GO:0016021,GO:0019725,GO:0022803,GO:0022804,GO:0022821,GO:0022838,GO:0022857,GO:0022890,GO:0030001,GO:0030003,GO:0030955,GO:0031224,GO:0031226,GO:0031402,GO:0031420,GO:0034220,GO:0035725,GO:0042592,GO:0043167,GO:0043169,GO:0044425,GO:0044459,GO:0044464,GO:0046872,GO:0046873,GO:0048878,GO:0050801,GO:0051179,GO:0051234,GO:0055065,GO:0055074,GO:0055080,GO:0055082,GO:0055085,GO:0065007,GO:0065008,GO:0070588,GO:0070838,GO:0071804,GO:0071805,GO:0071944,GO:0072503,GO:0072507,GO:0072511,GO:0098655,GO:0098660,GO:0098662,GO:0098771,GO:0099516		ko:K07301					ko00000,ko02000	2.A.19.5		iAPECO1_1312.APECO1_3239,iECABU_c1320.ECABU_c36110,iECNA114_1301.ECNA114_3275,iECOK1_1307.ECOK1_3617,iECS88_1305.ECS88_3578,iECSF_1327.ECSF_3028,iUMN146_1321.UM146_00400,iUTI89_1310.UTI89_C3632,ic_1306.c3956	Bacteria	1MU3R@1224,1RMRD@1236,3XMSD@561,COG0530@1,COG0530@2	NA|NA|NA	P	calcium:cation antiporter activity
ECP_3284	155864.EDL933_4424	2.3E-33	147.5	Escherichia	yrbG	GO:0003674,GO:0005215,GO:0005216,GO:0005261,GO:0005262,GO:0005488,GO:0005509,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006813,GO:0006814,GO:0006816,GO:0006873,GO:0006874,GO:0006875,GO:0008150,GO:0008273,GO:0008324,GO:0009987,GO:0015075,GO:0015077,GO:0015079,GO:0015081,GO:0015085,GO:0015267,GO:0015291,GO:0015297,GO:0015298,GO:0015318,GO:0015368,GO:0015491,GO:0015672,GO:0016020,GO:0016021,GO:0019725,GO:0022803,GO:0022804,GO:0022821,GO:0022838,GO:0022857,GO:0022890,GO:0030001,GO:0030003,GO:0030955,GO:0031224,GO:0031226,GO:0031402,GO:0031420,GO:0034220,GO:0035725,GO:0042592,GO:0043167,GO:0043169,GO:0044425,GO:0044459,GO:0044464,GO:0046872,GO:0046873,GO:0048878,GO:0050801,GO:0051179,GO:0051234,GO:0055065,GO:0055074,GO:0055080,GO:0055082,GO:0055085,GO:0065007,GO:0065008,GO:0070588,GO:0070838,GO:0071804,GO:0071805,GO:0071944,GO:0072503,GO:0072507,GO:0072511,GO:0098655,GO:0098660,GO:0098662,GO:0098771,GO:0099516		ko:K07301					ko00000,ko02000	2.A.19.5		iAPECO1_1312.APECO1_3239,iECABU_c1320.ECABU_c36110,iECNA114_1301.ECNA114_3275,iECOK1_1307.ECOK1_3617,iECS88_1305.ECS88_3578,iECSF_1327.ECSF_3028,iUMN146_1321.UM146_00400,iUTI89_1310.UTI89_C3632,ic_1306.c3956	Bacteria	1MU3R@1224,1RMRD@1236,3XMSD@561,COG0530@1,COG0530@2	NA|NA|NA	P	calcium:cation antiporter activity
ECP_3285	316407.85675991	1.5E-183	648.7	Escherichia	kdsD	GO:0000271,GO:0003674,GO:0003824,GO:0005975,GO:0005976,GO:0005996,GO:0006082,GO:0006629,GO:0008150,GO:0008152,GO:0008610,GO:0008653,GO:0009058,GO:0009059,GO:0009103,GO:0009987,GO:0016051,GO:0016053,GO:0016853,GO:0016860,GO:0016861,GO:0019146,GO:0019294,GO:0019752,GO:0033692,GO:0034637,GO:0034645,GO:0043170,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0044281,GO:0044283,GO:0046364,GO:0046394,GO:0046400,GO:0071704,GO:1901135,GO:1901137,GO:1901576,GO:1903509	5.3.1.13	ko:K02467,ko:K06041	ko00540,ko01100,map00540,map01100	M00063	R01530	RC00541	ko00000,ko00001,ko00002,ko01000,ko01005			iAPECO1_1312.APECO1_3818,iECABU_c1320.ECABU_c29780,iECED1_1282.ECED1_3157,iECH74115_1262.ECH74115_4519,iECOK1_1307.ECOK1_3081,iECS88_1305.ECS88_2971,iECSP_1301.ECSP_4172,iECs_1301.ECs4076,iPC815.YPO3577,iSFV_1184.SFV_3227,iSFxv_1172.SFxv_3550,iUTI89_1310.UTI89_C3070,iYL1228.KPN_03607,iZ_1308.Z4560,ic_1306.c3262	Bacteria	1MUXD@1224,1RMT9@1236,3XMJQ@561,COG0517@1,COG0517@2,COG0794@1,COG0794@2	NA|NA|NA	M	Involved in the biosynthesis of 3-deoxy-D-manno- octulosonate (KDO), a unique 8-carbon sugar component of lipopolysaccharides (LPSs)
ECP_3286	198214.SF3238	2.6E-100	371.3	Gammaproteobacteria	kdsC	GO:0000271,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005976,GO:0006629,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008610,GO:0008653,GO:0008781,GO:0009058,GO:0009059,GO:0009103,GO:0009987,GO:0016051,GO:0016311,GO:0016740,GO:0016772,GO:0016779,GO:0016787,GO:0016788,GO:0016791,GO:0019143,GO:0033692,GO:0034637,GO:0034645,GO:0042578,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0044424,GO:0044444,GO:0044464,GO:0070567,GO:0071704,GO:1901135,GO:1901137,GO:1901576,GO:1903509	3.1.3.45	ko:K03270	ko00540,ko01100,map00540,map01100	M00063	R03350	RC00017	ko00000,ko00001,ko00002,ko01000,ko01005			iECO26_1355.ECO26_4302	Bacteria	1RH85@1224,1S6D0@1236,COG1778@1,COG1778@2	NA|NA|NA	S	Involved in the biosynthesis of lipopolysaccharides (LPSs). Catalyzes the hydrolysis of 3-deoxy-D-manno-octulosonate 8-phosphate (KDO 8-P) to 3-deoxy-D-manno-octulosonate (KDO) and inorganic phosphate
ECP_3287	362663.ECP_3287	1.9E-101	375.2	Escherichia	lptC	GO:0003674,GO:0005215,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006869,GO:0008150,GO:0010876,GO:0015920,GO:0016020,GO:0016021,GO:0017089,GO:0030288,GO:0030313,GO:0031224,GO:0031226,GO:0031975,GO:0033036,GO:0042597,GO:0042802,GO:0044425,GO:0044459,GO:0044464,GO:0046836,GO:0051179,GO:0051234,GO:0071702,GO:0071944,GO:1901264		ko:K02040,ko:K11719	ko02010,ko02020,ko05152,map02010,map02020,map05152	M00222			ko00000,ko00001,ko00002,ko02000	1.B.42.1,3.A.1.7		iB21_1397.B21_03015,iECBD_1354.ECBD_0543,iECB_1328.ECB_03064,iECD_1391.ECD_03064	Bacteria	1RA1Y@1224,1SDZE@1236,3XN1W@561,COG3117@1,COG3117@2	NA|NA|NA	U	Involved in the assembly of lipopolysaccharide (LPS). Required for the translocation of LPS from the inner membrane to the outer membrane. Facilitates the transfer of LPS from the inner membrane to the periplasmic protein LptA. Could be a docking site for LptA
ECP_3288	155864.EDL933_4428	1.3E-96	359	Escherichia	lptA	GO:0003674,GO:0005215,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0006810,GO:0006869,GO:0008150,GO:0009279,GO:0010876,GO:0015920,GO:0016020,GO:0017089,GO:0019867,GO:0030288,GO:0030312,GO:0030313,GO:0031975,GO:0033036,GO:0042597,GO:0042802,GO:0044462,GO:0044464,GO:0046836,GO:0051179,GO:0051234,GO:0071702,GO:0071944,GO:1901264		ko:K09774					ko00000,ko02000	1.B.42.1		iB21_1397.B21_03016,iECBD_1354.ECBD_0542,iECB_1328.ECB_03065,iECD_1391.ECD_03065	Bacteria	1N776@1224,1RPM7@1236,3XNN8@561,COG1934@1,COG1934@2	NA|NA|NA	S	Involved in the assembly of lipopolysaccharide (LPS). Required for the translocation of LPS from the inner membrane to the outer membrane. May form a bridge between the inner membrane and the outer membrane, via interactions with LptC and LptD, thereby facilitating LPS transfer across the periplasm
ECP_3289	1440052.EAKF1_ch2738c	8.3E-131	473	Escherichia	lptB	GO:0003674,GO:0003824,GO:0005215,GO:0005319,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006869,GO:0008150,GO:0010876,GO:0015221,GO:0015399,GO:0015405,GO:0015437,GO:0015920,GO:0016020,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022804,GO:0022857,GO:0022884,GO:0031224,GO:0032991,GO:0033036,GO:0034040,GO:0042623,GO:0042626,GO:0043190,GO:0043492,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:0098533,GO:0098796,GO:0098797,GO:1901264,GO:1901505,GO:1902494,GO:1902495,GO:1904949,GO:1990351		ko:K01990,ko:K06861	ko02010,map02010	M00254,M00320			ko00000,ko00001,ko00002,ko01000,ko02000	1.B.42.1,3.A.1			Bacteria	1MU8M@1224,1RPW1@1236,3XNDU@561,COG1137@1,COG1137@2	NA|NA|NA	P	Part of the ABC transporter complex LptBFG involved in the translocation of lipopolysaccharide (LPS) from the inner membrane to the outer membrane. Probably responsible for energy coupling to the transport system
ECP_3290	155864.EDL933_4430	2.1E-223	781.6	Escherichia	rpoN	GO:0000976,GO:0001067,GO:0001130,GO:0001216,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0006355,GO:0008150,GO:0009889,GO:0009891,GO:0009893,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0019219,GO:0019222,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032991,GO:0032993,GO:0043565,GO:0044212,GO:0045893,GO:0045935,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1902680,GO:1903506,GO:1903508,GO:1990837,GO:2000112,GO:2001141		ko:K03092	ko02020,ko05111,map02020,map05111				ko00000,ko00001,ko03021				Bacteria	1MW4V@1224,1RMY0@1236,3XN0B@561,COG1508@1,COG1508@2	NA|NA|NA	K	Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released
ECP_3291	155864.EDL933_4431	2.1E-45	188	Escherichia	hpf	GO:0003674,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006417,GO:0006448,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0010629,GO:0015935,GO:0016020,GO:0017148,GO:0019222,GO:0022626,GO:0022627,GO:0030312,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032268,GO:0032269,GO:0032991,GO:0034248,GO:0034249,GO:0043021,GO:0043022,GO:0043024,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0044877,GO:0045900,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051246,GO:0051248,GO:0060255,GO:0065007,GO:0071944,GO:0080090,GO:1990904,GO:2000112,GO:2000113		ko:K05808,ko:K05809					ko00000,ko03009				Bacteria	1MZHW@1224,1S8U1@1236,3XPXC@561,COG1544@1,COG1544@2	NA|NA|NA	J	During stationary phase, promotes and stabilizes dimerization of 70S ribosomes by the ribosome modulation factor (RMF), leading to the formation of inactive 100S ribosomes
ECP_3292	199310.c3964	1.6E-82	312	Escherichia	ptsN	GO:0001932,GO:0001934,GO:0003674,GO:0003824,GO:0004857,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006810,GO:0008047,GO:0008150,GO:0008643,GO:0009401,GO:0009893,GO:0010033,GO:0010243,GO:0010562,GO:0010604,GO:0015144,GO:0016020,GO:0016740,GO:0016772,GO:0016773,GO:0019207,GO:0019209,GO:0019220,GO:0019222,GO:0019887,GO:0022804,GO:0022857,GO:0022898,GO:0030234,GO:0030295,GO:0031323,GO:0031325,GO:0031399,GO:0031401,GO:0032147,GO:0032268,GO:0032270,GO:0032409,GO:0032412,GO:0032879,GO:0033674,GO:0034219,GO:0034762,GO:0034765,GO:0042221,GO:0042325,GO:0042327,GO:0043085,GO:0043086,GO:0043269,GO:0043549,GO:0044092,GO:0044093,GO:0044424,GO:0044444,GO:0044464,GO:0045859,GO:0045860,GO:0045937,GO:0048518,GO:0048522,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051049,GO:0051171,GO:0051173,GO:0051174,GO:0051179,GO:0051234,GO:0051246,GO:0051247,GO:0051338,GO:0051347,GO:0055085,GO:0060255,GO:0065007,GO:0065009,GO:0071702,GO:0071944,GO:0080090,GO:0090563,GO:0098772,GO:1901698	2.7.1.194,2.7.1.197,2.7.1.200,2.7.1.202,2.7.3.9	ko:K02768,ko:K02769,ko:K02770,ko:K02773,ko:K02798,ko:K02806,ko:K02821,ko:K08483,ko:K11189,ko:K11201	ko00051,ko00052,ko00053,ko01100,ko01120,ko02060,map00051,map00052,map00053,map01100,map01120,map02060	M00273,M00274,M00279,M00283,M00306,M00550	R02704,R03232,R05570,R07671	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.2.1,4.A.2.1.12,4.A.2.1.2,4.A.2.1.24,4.A.2.1.5,4.A.5.1,4.A.7.1,8.A.7		iECABU_c1320.ECABU_c47530,iECIAI39_1322.ECIAI39_0923,iECUMN_1333.ECUMN_4728,iEcSMS35_1347.EcSMS35_4666,ic_1306.c5284	Bacteria	1RD0E@1224,1S668@1236,3XNYP@561,COG1762@1,COG1762@2	NA|NA|NA	G	positive regulation of phosphorylation
ECP_3293	155864.EDL933_4433	4.2E-158	563.9	Escherichia	rapZ	GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0006139,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016020,GO:0016070,GO:0034641,GO:0042802,GO:0043170,GO:0044237,GO:0044238,GO:0044464,GO:0046483,GO:0071704,GO:0071944,GO:0090304,GO:0097159,GO:1901360,GO:1901363		ko:K06958					ko00000,ko03019				Bacteria	1MVX6@1224,1RNJX@1236,3XP0Y@561,COG1660@1,COG1660@2	NA|NA|NA	S	Modulates the synthesis of GlmS, by affecting the processing and stability of the regulatory small RNA GlmZ. When glucosamine-6-phosphate (GlcN6P) concentrations are high in the cell, RapZ binds GlmZ and targets it to cleavage by RNase E. Consequently, GlmZ is inactivated and unable to activate GlmS synthesis. Under low GlcN6P concentrations, RapZ is sequestered and inactivated by an other regulatory small RNA, GlmY, preventing GlmZ degradation and leading to synthesis of GlmS
